learner_id,concept_id,concept_name,difficulty,days_since_last_review,quiz_accuracy,response_time,attempt_count,retention_label
L005,neural_networks,Neural Networks,0.6,15.0,0.018,17.51,3,0.0
L037,operating_systems,Operating Systems,0.6,0.0,1.0,18.56,4,0.923
L018,algorithm_design,Algorithm Design,0.5,14.0,0.0,17.01,4,0.043
L028,oop_concepts,OOP Concepts,0.35,21.0,0.158,8.99,2,0.003
L033,neural_networks,Neural Networks,0.6,13.0,0.0,17.98,1,0.068
L011,algorithm_design,Algorithm Design,0.5,20.0,0.123,13.65,2,0.056
L031,neural_networks,Neural Networks,0.6,16.0,0.0,16.75,2,0.062
L029,ml_fundamentals,ML Fundamentals,0.5,16.0,0.174,16.13,1,0.086
L034,oop_concepts,OOP Concepts,0.35,16.0,0.0,11.08,1,0.156
L025,ml_fundamentals,ML Fundamentals,0.5,6.0,0.219,18.47,4,0.209
L020,software_engineering,Software Engineering,0.4,9.0,0.158,6.44,5,0.194
L020,algorithm_design,Algorithm Design,0.5,6.0,0.425,8.46,2,0.344
L032,dbms_normalization,DBMS Normalization,0.7,6.0,0.307,19.41,5,0.256
L007,software_engineering,Software Engineering,0.4,14.0,0.034,20.64,2,0.026
L011,dbms_normalization,DBMS Normalization,0.7,4.0,0.407,21.32,3,0.318
L029,operating_systems,Operating Systems,0.6,19.0,0.169,13.84,2,0.0
L022,discrete_mathematics,Discrete Mathematics,0.55,7.0,0.386,19.9,4,0.288
L025,probability_and_statistics,Probability & Statistics,0.65,11.0,0.165,25.52,1,0.0
L019,discrete_mathematics,Discrete Mathematics,0.55,6.0,0.423,20.4,1,0.278
L014,neural_networks,Neural Networks,0.6,3.0,0.615,8.81,4,0.564
L021,ml_fundamentals,ML Fundamentals,0.5,4.0,0.26,15.61,3,0.286
L024,computer_networks,Computer Networks,0.55,10.0,0.208,17.15,1,0.161
L040,oop_concepts,OOP Concepts,0.35,10.0,0.204,16.37,5,0.204
L002,ml_fundamentals,ML Fundamentals,0.5,15.0,0.05,17.34,2,0.046
L002,data_structures,Data Structures,0.4,0.0,0.968,12.48,3,1.0
L031,operating_systems,Operating Systems,0.6,13.0,0.0,11.24,5,0.0
L033,software_engineering,Software Engineering,0.4,10.0,0.233,14.83,3,0.164
L039,operating_systems,Operating Systems,0.6,5.0,0.303,17.53,3,0.259
L037,computer_architecture,Computer Architecture,0.5,17.0,0.19,22.04,3,0.0
L031,probability_and_statistics,Probability & Statistics,0.65,6.0,0.407,19.61,4,0.206
L015,computer_networks,Computer Networks,0.55,20.0,0.018,14.84,4,0.107
L036,dbms_normalization,DBMS Normalization,0.7,6.0,0.267,9.32,1,0.135
L016,discrete_mathematics,Discrete Mathematics,0.55,15.0,0.119,19.32,5,0.081
L030,computer_networks,Computer Networks,0.55,13.0,0.0,19.64,2,0.0
L017,dbms_normalization,DBMS Normalization,0.7,20.0,0.0,18.39,1,0.034
L008,probability_and_statistics,Probability & Statistics,0.65,15.0,0.02,12.46,4,0.004
L034,oop_concepts,OOP Concepts,0.35,14.0,0.165,17.03,2,0.105
L001,computer_architecture,Computer Architecture,0.5,6.0,0.166,18.56,1,0.277
L027,operating_systems,Operating Systems,0.6,21.0,0.0,17.77,1,0.052
L019,data_structures,Data Structures,0.4,6.0,0.297,13.79,5,0.396
L027,algorithm_design,Algorithm Design,0.5,6.0,0.189,11.72,3,0.279
L012,neural_networks,Neural Networks,0.6,5.0,0.058,13.06,2,0.123
L038,operating_systems,Operating Systems,0.6,16.0,0.02,19.63,1,0.069
L012,dbms_normalization,DBMS Normalization,0.7,18.0,0.013,10.89,1,0.0
L027,probability_and_statistics,Probability & Statistics,0.65,10.0,0.124,22.69,3,0.101
L032,algorithm_design,Algorithm Design,0.5,4.0,0.278,14.05,1,0.458
L019,computer_architecture,Computer Architecture,0.5,3.0,0.397,14.15,5,0.397
L036,operating_systems,Operating Systems,0.6,12.0,0.108,12.08,1,0.0
L019,operating_systems,Operating Systems,0.6,19.0,0.0,21.49,2,0.051
L002,ml_fundamentals,ML Fundamentals,0.5,7.0,0.325,20.14,2,0.287
L007,computer_networks,Computer Networks,0.55,4.0,0.554,8.84,1,0.578
L009,probability_and_statistics,Probability & Statistics,0.65,11.0,0.109,9.99,3,0.026
L005,neural_networks,Neural Networks,0.6,7.0,0.335,11.44,1,0.481
L019,neural_networks,Neural Networks,0.6,6.0,0.258,20.93,2,0.375
L022,ml_fundamentals,ML Fundamentals,0.5,10.0,0.217,13.55,1,0.101
L038,oop_concepts,OOP Concepts,0.35,17.0,0.143,16.6,3,0.023
L031,computer_architecture,Computer Architecture,0.5,14.0,0.022,16.23,2,0.049
L018,algorithm_design,Algorithm Design,0.5,18.0,0.062,12.05,5,0.047
L019,discrete_mathematics,Discrete Mathematics,0.55,13.0,0.0,10.59,1,0.085
L003,ml_fundamentals,ML Fundamentals,0.5,14.0,0.0,8.66,5,0.113
L006,ml_fundamentals,ML Fundamentals,0.5,6.0,0.334,18.45,5,0.358
L014,oop_concepts,OOP Concepts,0.35,21.0,0.0,19.28,2,0.097
L020,operating_systems,Operating Systems,0.6,6.0,0.238,12.19,1,0.205
L020,ml_fundamentals,ML Fundamentals,0.5,1.0,0.774,11.73,4,0.95
L022,dbms_normalization,DBMS Normalization,0.7,16.0,0.083,16.44,5,0.083
L037,computer_architecture,Computer Architecture,0.5,7.0,0.373,14.48,5,0.303
L010,algorithm_design,Algorithm Design,0.5,4.0,0.087,15.41,3,0.106
L036,oop_concepts,OOP Concepts,0.35,17.0,0.0,13.5,5,0.147
L005,software_engineering,Software Engineering,0.4,14.0,0.086,11.01,3,0.0
L013,ml_fundamentals,ML Fundamentals,0.5,7.0,0.19,14.15,5,0.255
L009,dbms_normalization,DBMS Normalization,0.7,15.0,0.0,27.68,1,0.012
L034,ml_fundamentals,ML Fundamentals,0.5,17.0,0.149,15.41,3,0.085
L039,algorithm_design,Algorithm Design,0.5,9.0,0.238,13.75,5,0.184
L023,probability_and_statistics,Probability & Statistics,0.65,11.0,0.036,21.12,1,0.1
L040,operating_systems,Operating Systems,0.6,8.0,0.025,14.27,2,0.0
L028,discrete_mathematics,Discrete Mathematics,0.55,20.0,0.0,13.23,5,0.0
L002,dbms_normalization,DBMS Normalization,0.7,14.0,0.012,18.94,3,0.014
L011,algorithm_design,Algorithm Design,0.5,18.0,0.244,17.01,5,0.053
L017,algorithm_design,Algorithm Design,0.5,21.0,0.15,8.56,4,0.063
L001,algorithm_design,Algorithm Design,0.5,21.0,0.02,16.2,4,0.027
L021,oop_concepts,OOP Concepts,0.35,20.0,0.0,11.96,5,0.027
L031,neural_networks,Neural Networks,0.6,3.0,0.604,15.4,2,0.462
L024,dbms_normalization,DBMS Normalization,0.7,8.0,0.226,14.44,5,0.063
L029,neural_networks,Neural Networks,0.6,16.0,0.094,18.54,5,0.048
L037,probability_and_statistics,Probability & Statistics,0.65,15.0,0.0,14.3,4,0.0
L032,software_engineering,Software Engineering,0.4,7.0,0.11,13.06,2,0.105
L028,discrete_mathematics,Discrete Mathematics,0.55,11.0,0.077,12.03,5,0.242
L040,software_engineering,Software Engineering,0.4,18.0,0.0,15.12,1,0.055
L005,neural_networks,Neural Networks,0.6,21.0,0.0,13.23,4,0.0
L025,neural_networks,Neural Networks,0.6,2.0,0.51,13.25,5,0.673
L016,software_engineering,Software Engineering,0.4,4.0,0.639,15.81,3,0.653
L015,ml_fundamentals,ML Fundamentals,0.5,1.0,0.894,18.42,2,0.856
L035,computer_architecture,Computer Architecture,0.5,16.0,0.01,12.83,1,0.143
L036,discrete_mathematics,Discrete Mathematics,0.55,8.0,0.0,14.28,5,0.044
L012,neural_networks,Neural Networks,0.6,21.0,0.0,22.45,1,0.061
L003,computer_networks,Computer Networks,0.55,15.0,0.169,18.79,1,0.009
L006,oop_concepts,OOP Concepts,0.35,11.0,0.137,11.79,4,0.188
L033,operating_systems,Operating Systems,0.6,17.0,0.07,19.37,1,0.0
L010,operating_systems,Operating Systems,0.6,20.0,0.0,14.23,3,0.0
L036,oop_concepts,OOP Concepts,0.35,2.0,0.796,21.61,4,0.746
L008,computer_architecture,Computer Architecture,0.5,20.0,0.0,14.02,1,0.0
L023,algorithm_design,Algorithm Design,0.5,20.0,0.051,16.06,2,0.011
L035,oop_concepts,OOP Concepts,0.35,0.0,1.0,18.61,4,0.944
L029,computer_networks,Computer Networks,0.55,18.0,0.126,17.69,5,0.0
L033,dbms_normalization,DBMS Normalization,0.7,11.0,0.081,16.89,1,0.0
L025,discrete_mathematics,Discrete Mathematics,0.55,15.0,0.0,16.13,2,0.0
L034,probability_and_statistics,Probability & Statistics,0.65,10.0,0.082,14.14,4,0.22
L033,discrete_mathematics,Discrete Mathematics,0.55,3.0,0.581,15.01,1,0.621
L010,computer_networks,Computer Networks,0.55,11.0,0.202,11.37,5,0.131
L027,discrete_mathematics,Discrete Mathematics,0.55,19.0,0.086,19.01,5,0.04
L031,ml_fundamentals,ML Fundamentals,0.5,19.0,0.0,12.57,2,0.014
L005,operating_systems,Operating Systems,0.6,3.0,0.547,14.51,3,0.565
L003,software_engineering,Software Engineering,0.4,3.0,0.533,16.68,1,0.47
L004,computer_architecture,Computer Architecture,0.5,0.0,1.0,12.35,4,1.0
L032,probability_and_statistics,Probability & Statistics,0.65,11.0,0.087,18.93,2,0.007
L004,probability_and_statistics,Probability & Statistics,0.65,18.0,0.0,13.73,4,0.0
L029,ml_fundamentals,ML Fundamentals,0.5,5.0,0.479,12.75,1,0.527
L038,neural_networks,Neural Networks,0.6,16.0,0.136,14.79,3,0.0
L017,dbms_normalization,DBMS Normalization,0.7,11.0,0.003,20.06,3,0.136
L007,software_engineering,Software Engineering,0.4,6.0,0.297,15.79,5,0.346
L020,oop_concepts,OOP Concepts,0.35,7.0,0.378,15.28,2,0.364
L021,ml_fundamentals,ML Fundamentals,0.5,3.0,0.436,15.32,4,0.664
L010,neural_networks,Neural Networks,0.6,16.0,0.038,25.54,5,0.0
L018,software_engineering,Software Engineering,0.4,10.0,0.115,15.52,3,0.205
L005,software_engineering,Software Engineering,0.4,2.0,0.814,11.36,1,0.778
L013,computer_networks,Computer Networks,0.55,18.0,0.092,20.11,5,0.024
L025,data_structures,Data Structures,0.4,19.0,0.0,14.6,5,0.081
L022,neural_networks,Neural Networks,0.6,16.0,0.071,14.59,3,0.038
L037,ml_fundamentals,ML Fundamentals,0.5,5.0,0.504,11.38,2,0.399
L008,dbms_normalization,DBMS Normalization,0.7,8.0,0.107,12.62,1,0.126
L036,neural_networks,Neural Networks,0.6,13.0,0.069,12.96,4,0.119
L008,oop_concepts,OOP Concepts,0.35,1.0,0.724,16.97,4,0.705
L027,computer_architecture,Computer Architecture,0.5,20.0,0.0,14.95,1,0.016
L022,ml_fundamentals,ML Fundamentals,0.5,15.0,0.061,17.74,4,0.081
L022,oop_concepts,OOP Concepts,0.35,17.0,0.076,16.83,4,0.041
L002,data_structures,Data Structures,0.4,5.0,0.658,16.16,1,0.403
L013,oop_concepts,OOP Concepts,0.35,7.0,0.271,9.32,4,0.295
L035,ml_fundamentals,ML Fundamentals,0.5,19.0,0.096,6.8,5,0.047
L002,neural_networks,Neural Networks,0.6,18.0,0.036,12.34,1,0.065
L017,discrete_mathematics,Discrete Mathematics,0.55,8.0,0.242,16.33,2,0.251
L036,software_engineering,Software Engineering,0.4,15.0,0.179,10.55,2,0.054
L027,computer_networks,Computer Networks,0.55,17.0,0.0,20.61,1,0.0
L019,dbms_normalization,DBMS Normalization,0.7,14.0,0.0,13.15,2,0.065
L036,discrete_mathematics,Discrete Mathematics,0.55,4.0,0.577,18.79,4,0.347
L010,neural_networks,Neural Networks,0.6,17.0,0.032,14.59,3,0.013
L001,software_engineering,Software Engineering,0.4,11.0,0.154,10.52,2,0.105
L017,ml_fundamentals,ML Fundamentals,0.5,15.0,0.007,14.98,4,0.031
L010,neural_networks,Neural Networks,0.6,7.0,0.0,15.74,1,0.061
L006,probability_and_statistics,Probability & Statistics,0.65,8.0,0.019,15.49,1,0.131
L012,oop_concepts,OOP Concepts,0.35,13.0,0.29,18.86,1,0.081
L006,operating_systems,Operating Systems,0.6,15.0,0.0,21.73,5,0.032
L009,dbms_normalization,DBMS Normalization,0.7,13.0,0.089,14.41,3,0.089
L016,computer_architecture,Computer Architecture,0.5,11.0,0.263,12.03,3,0.229
L035,algorithm_design,Algorithm Design,0.5,18.0,0.0,16.33,1,0.129
L003,neural_networks,Neural Networks,0.6,2.0,0.782,19.45,1,0.668
L004,neural_networks,Neural Networks,0.6,17.0,0.0,17.94,4,0.0
L002,computer_networks,Computer Networks,0.55,15.0,0.096,16.03,5,0.059
L002,oop_concepts,OOP Concepts,0.35,17.0,0.096,13.54,2,0.057
L007,probability_and_statistics,Probability & Statistics,0.65,6.0,0.201,9.12,3,0.206
L021,computer_networks,Computer Networks,0.55,13.0,0.113,16.84,4,0.171
L016,dbms_normalization,DBMS Normalization,0.7,13.0,0.028,11.38,3,0.0
L004,neural_networks,Neural Networks,0.6,18.0,0.006,20.22,4,0.092
L017,probability_and_statistics,Probability & Statistics,0.65,0.0,1.0,14.5,2,0.993
L008,dbms_normalization,DBMS Normalization,0.7,14.0,0.006,20.58,4,0.025
L038,oop_concepts,OOP Concepts,0.35,5.0,0.48,10.5,5,0.422
L028,neural_networks,Neural Networks,0.6,4.0,0.504,16.88,5,0.436
L003,ml_fundamentals,ML Fundamentals,0.5,16.0,0.0,14.24,1,0.059
L023,neural_networks,Neural Networks,0.6,3.0,0.636,18.69,1,0.65
L040,ml_fundamentals,ML Fundamentals,0.5,9.0,0.0,20.11,4,0.073
L026,computer_architecture,Computer Architecture,0.5,8.0,0.187,16.37,5,0.306
L024,dbms_normalization,DBMS Normalization,0.7,10.0,0.0,17.57,4,0.015
L022,computer_architecture,Computer Architecture,0.5,11.0,0.0,9.56,1,0.023
L025,ml_fundamentals,ML Fundamentals,0.5,0.0,1.0,14.86,4,1.0
L028,ml_fundamentals,ML Fundamentals,0.5,12.0,0.106,12.46,4,0.134
L002,operating_systems,Operating Systems,0.6,15.0,0.0,13.49,1,0.0
L018,software_engineering,Software Engineering,0.4,5.0,0.536,14.3,5,0.417
L034,software_engineering,Software Engineering,0.4,0.0,1.0,17.84,2,1.0
L022,discrete_mathematics,Discrete Mathematics,0.55,6.0,0.598,14.46,5,0.419
L009,ml_fundamentals,ML Fundamentals,0.5,14.0,0.019,12.41,2,0.121
L030,discrete_mathematics,Discrete Mathematics,0.55,14.0,0.119,8.79,1,0.0
L021,computer_architecture,Computer Architecture,0.5,14.0,0.116,15.81,3,0.0
L014,computer_architecture,Computer Architecture,0.5,15.0,0.067,15.29,1,0.0
L026,dbms_normalization,DBMS Normalization,0.7,2.0,0.386,16.47,3,0.331
L003,discrete_mathematics,Discrete Mathematics,0.55,0.0,1.0,17.72,2,1.0
L008,ml_fundamentals,ML Fundamentals,0.5,14.0,0.028,22.13,4,0.009
L035,neural_networks,Neural Networks,0.6,9.0,0.246,11.48,2,0.148
L001,discrete_mathematics,Discrete Mathematics,0.55,18.0,0.11,15.09,5,0.0
L021,computer_architecture,Computer Architecture,0.5,3.0,0.525,13.13,1,0.49
L009,data_structures,Data Structures,0.4,20.0,0.031,20.47,3,0.136
L015,algorithm_design,Algorithm Design,0.5,20.0,0.015,8.35,4,0.041
L027,ml_fundamentals,ML Fundamentals,0.5,15.0,0.076,7.56,5,0.111
L022,oop_concepts,OOP Concepts,0.35,3.0,0.554,17.41,1,0.643
L028,operating_systems,Operating Systems,0.6,6.0,0.115,20.57,3,0.222
L001,dbms_normalization,DBMS Normalization,0.7,11.0,0.014,19.14,2,0.06
L005,computer_networks,Computer Networks,0.55,2.0,0.662,13.56,4,0.619
L026,discrete_mathematics,Discrete Mathematics,0.55,21.0,0.0,15.87,3,0.0
L035,neural_networks,Neural Networks,0.6,5.0,0.335,15.7,1,0.293
L037,algorithm_design,Algorithm Design,0.5,7.0,0.161,15.12,2,0.112
L005,ml_fundamentals,ML Fundamentals,0.5,10.0,0.169,17.04,1,0.21
L015,oop_concepts,OOP Concepts,0.35,14.0,0.217,11.6,3,0.043
L035,ml_fundamentals,ML Fundamentals,0.5,0.0,1.0,14.38,4,0.992
L021,probability_and_statistics,Probability & Statistics,0.65,7.0,0.085,17.14,4,0.0
L029,dbms_normalization,DBMS Normalization,0.7,9.0,0.0,11.39,2,0.084
L020,algorithm_design,Algorithm Design,0.5,3.0,0.328,22.38,4,0.303
L021,ml_fundamentals,ML Fundamentals,0.5,13.0,0.231,8.51,1,0.191
L019,neural_networks,Neural Networks,0.6,6.0,0.254,20.86,3,0.359
L026,software_engineering,Software Engineering,0.4,12.0,0.039,8.69,5,0.197
L025,computer_networks,Computer Networks,0.55,19.0,0.095,15.5,5,0.051
L035,dbms_normalization,DBMS Normalization,0.7,12.0,0.178,10.84,3,0.174
L040,data_structures,Data Structures,0.4,12.0,0.222,7.51,1,0.103
L026,dbms_normalization,DBMS Normalization,0.7,8.0,0.0,13.58,2,0.0
L040,neural_networks,Neural Networks,0.6,18.0,0.0,13.22,1,0.006
L014,algorithm_design,Algorithm Design,0.5,17.0,0.056,13.91,1,0.012
L008,oop_concepts,OOP Concepts,0.35,5.0,0.395,15.81,3,0.508
L021,software_engineering,Software Engineering,0.4,13.0,0.136,10.4,4,0.089
L039,probability_and_statistics,Probability & Statistics,0.65,20.0,0.047,19.34,1,0.041
L027,data_structures,Data Structures,0.4,4.0,0.555,20.61,5,0.545
L011,discrete_mathematics,Discrete Mathematics,0.55,13.0,0.0,20.82,2,0.096
L037,computer_architecture,Computer Architecture,0.5,17.0,0.288,17.89,3,0.081
L035,algorithm_design,Algorithm Design,0.5,12.0,0.012,13.68,3,0.0
L016,computer_networks,Computer Networks,0.55,13.0,0.188,14.65,3,0.005
L016,neural_networks,Neural Networks,0.6,12.0,0.15,20.72,5,0.047
L022,oop_concepts,OOP Concepts,0.35,19.0,0.002,21.66,5,0.049
L003,oop_concepts,OOP Concepts,0.35,5.0,0.356,12.8,3,0.302
L007,operating_systems,Operating Systems,0.6,20.0,0.0,19.19,2,0.0
L001,discrete_mathematics,Discrete Mathematics,0.55,9.0,0.245,11.16,3,0.282
L035,algorithm_design,Algorithm Design,0.5,18.0,0.08,11.41,5,0.123
L017,discrete_mathematics,Discrete Mathematics,0.55,13.0,0.0,16.92,2,0.026
L027,discrete_mathematics,Discrete Mathematics,0.55,18.0,0.0,8.88,5,0.0
L004,software_engineering,Software Engineering,0.4,12.0,0.094,24.26,1,0.138
L011,discrete_mathematics,Discrete Mathematics,0.55,21.0,0.192,13.51,3,0.0
L018,neural_networks,Neural Networks,0.6,8.0,0.03,17.91,1,0.29
L017,ml_fundamentals,ML Fundamentals,0.5,20.0,0.101,19.48,2,0.032
L033,computer_architecture,Computer Architecture,0.5,21.0,0.0,14.15,3,0.0
L025,dbms_normalization,DBMS Normalization,0.7,2.0,0.239,19.5,2,0.282
L003,operating_systems,Operating Systems,0.6,2.0,0.592,10.89,4,0.68
L039,oop_concepts,OOP Concepts,0.35,8.0,0.378,10.81,2,0.317
L002,algorithm_design,Algorithm Design,0.5,10.0,0.248,8.26,3,0.402
L016,operating_systems,Operating Systems,0.6,19.0,0.073,18.21,3,0.046
L039,software_engineering,Software Engineering,0.4,13.0,0.038,12.79,3,0.15
L005,computer_networks,Computer Networks,0.55,8.0,0.149,14.66,4,0.401
L003,operating_systems,Operating Systems,0.6,5.0,0.0,15.4,5,0.082
L032,oop_concepts,OOP Concepts,0.35,6.0,0.525,17.51,1,0.333
L004,oop_concepts,OOP Concepts,0.35,7.0,0.39,15.97,1,0.587
L030,discrete_mathematics,Discrete Mathematics,0.55,18.0,0.0,15.64,1,0.036
L010,neural_networks,Neural Networks,0.6,15.0,0.043,13.8,1,0.242
L019,computer_networks,Computer Networks,0.55,13.0,0.088,24.13,3,0.053
L034,oop_concepts,OOP Concepts,0.35,14.0,0.199,20.24,1,0.236
L035,computer_architecture,Computer Architecture,0.5,12.0,0.123,13.7,4,0.119
L029,probability_and_statistics,Probability & Statistics,0.65,1.0,0.729,17.51,4,0.724
L036,probability_and_statistics,Probability & Statistics,0.65,13.0,0.0,15.42,5,0.021
L038,computer_networks,Computer Networks,0.55,19.0,0.116,14.37,4,0.0
L005,computer_architecture,Computer Architecture,0.5,2.0,0.783,10.63,1,0.563
L009,ml_fundamentals,ML Fundamentals,0.5,2.0,0.806,17.07,4,0.73
L039,ml_fundamentals,ML Fundamentals,0.5,13.0,0.0,13.33,4,0.044
L026,dbms_normalization,DBMS Normalization,0.7,2.0,0.377,16.11,4,0.369
L002,neural_networks,Neural Networks,0.6,15.0,0.123,21.93,3,0.038
L037,computer_networks,Computer Networks,0.55,6.0,0.279,18.18,2,0.294
L019,data_structures,Data Structures,0.4,20.0,0.034,11.62,2,0.072
L039,algorithm_design,Algorithm Design,0.5,0.0,0.922,14.28,5,0.894
L024,neural_networks,Neural Networks,0.6,13.0,0.096,18.62,4,0.031
L004,neural_networks,Neural Networks,0.6,17.0,0.124,18.36,3,0.125
L026,probability_and_statistics,Probability & Statistics,0.65,2.0,0.763,12.79,5,0.775
L038,discrete_mathematics,Discrete Mathematics,0.55,14.0,0.0,13.13,5,0.112
L031,computer_networks,Computer Networks,0.55,13.0,0.114,9.8,1,0.031
L036,data_structures,Data Structures,0.4,4.0,0.614,14.03,2,0.509
L019,operating_systems,Operating Systems,0.6,4.0,0.522,17.72,1,0.439
L018,algorithm_design,Algorithm Design,0.5,14.0,0.0,11.68,2,0.094
L024,software_engineering,Software Engineering,0.4,14.0,0.359,9.56,2,0.248
L031,computer_architecture,Computer Architecture,0.5,20.0,0.0,18.35,5,0.0
L035,computer_architecture,Computer Architecture,0.5,1.0,0.467,18.47,4,0.477
L021,neural_networks,Neural Networks,0.6,5.0,0.0,16.48,3,0.084
L027,discrete_mathematics,Discrete Mathematics,0.55,7.0,0.337,18.27,3,0.213
L012,dbms_normalization,DBMS Normalization,0.7,0.0,0.942,22.91,4,0.979
L035,computer_networks,Computer Networks,0.55,16.0,0.184,12.52,4,0.141
L025,computer_networks,Computer Networks,0.55,15.0,0.039,17.18,3,0.011
L030,discrete_mathematics,Discrete Mathematics,0.55,1.0,0.814,13.51,2,0.78
L005,discrete_mathematics,Discrete Mathematics,0.55,12.0,0.2,16.62,2,0.066
L036,discrete_mathematics,Discrete Mathematics,0.55,16.0,0.014,16.6,2,0.061
L035,probability_and_statistics,Probability & Statistics,0.65,4.0,0.102,16.96,1,0.267
L022,discrete_mathematics,Discrete Mathematics,0.55,9.0,0.193,15.94,4,0.152
L011,neural_networks,Neural Networks,0.6,13.0,0.057,18.73,2,0.081
L019,discrete_mathematics,Discrete Mathematics,0.55,3.0,0.494,12.66,2,0.462
L031,data_structures,Data Structures,0.4,4.0,0.476,18.52,4,0.58
L038,software_engineering,Software Engineering,0.4,7.0,0.327,17.29,5,0.205
L034,discrete_mathematics,Discrete Mathematics,0.55,3.0,0.577,19.34,2,0.643
L032,probability_and_statistics,Probability & Statistics,0.65,20.0,0.03,21.48,5,0.191
L025,discrete_mathematics,Discrete Mathematics,0.55,5.0,0.192,15.17,2,0.073
L017,software_engineering,Software Engineering,0.4,14.0,0.009,15.33,1,0.138
L023,computer_networks,Computer Networks,0.55,20.0,0.0,20.06,3,0.043
L013,discrete_mathematics,Discrete Mathematics,0.55,14.0,0.053,19.01,4,0.0
L037,data_structures,Data Structures,0.4,19.0,0.17,14.43,3,0.005
L007,computer_networks,Computer Networks,0.55,11.0,0.292,18.35,5,0.259
L003,dbms_normalization,DBMS Normalization,0.7,12.0,0.0,15.15,1,0.0
L028,dbms_normalization,DBMS Normalization,0.7,19.0,0.101,10.65,3,0.017
L017,algorithm_design,Algorithm Design,0.5,9.0,0.029,12.13,5,0.074
L023,neural_networks,Neural Networks,0.6,17.0,0.0,9.36,4,0.071
L012,algorithm_design,Algorithm Design,0.5,13.0,0.156,18.52,3,0.108
